ID	Marker_set
ID	AI RO:0015004
CL:0000235	CLM:849a0adc-f8df-5236-a7a9-aa595cdc5e7e
CL:0000449	CLM:3266f855-15ae-59b7-8547-17d956e713bb
CL:0000134	CLM:5472c96b-a654-569b-b752-c0516608aafd
CL:0000034	CLM:e19292e4-9a36-52f5-8d27-bbcd08973806
CL:0000115	CLM:710edc88-42ee-5175-abb4-36b9cf965e3f
CL:0000669	CLM:51855e81-cbe1-5b0a-ab37-f7e79ec8b696
CL:0000136	CLM:0b1d1c99-518a-5373-9b30-872d7513b69c
CL:0000235	CLM:ff5dfe1a-cacd-5e19-a642-606b1b913d22
CL:0000499	CLM:dcbece2f-352d-56a4-b82d-6d4831d6f854
CL:0000115	CLM:49f186e7-0dac-5eb2-afe1-9799e5dd264e
CL:0000235	CLM:eb7b6f4c-9ba2-5859-bc9b-de1150272c5a
CL:0000576	CLM:8e58a366-8f12-5ae8-ba16-9b90a6c71732
CL:0000235	CLM:26bd3ee6-c87e-503d-b29f-b6fc03edf4d8
CL:0000034	CLM:94b95e93-20b7-5228-b580-c20219cbd4a3
CL:0000115	CLM:908fddec-f68d-5d2b-afa6-b1daab0992a8
CL:0000669	CLM:d672543c-7839-5943-8f98-5892eb575137
CL:0002619	CLM:c98f14d0-71eb-5cb1-8a7e-030fad67b397
CL:0000499	CLM:79c4d33f-1668-504a-8db8-420c235e6631
CL:0000034	CLM:5fe09e89-3ff0-53e2-94f2-f03c1387f426
CL:0000134	CLM:ddccfc88-4f7c-5043-9fa4-3c0fa7b663a3
CL:0000540	CLM:91e8888c-20c7-516d-86bd-ee3182d9f545
CL:0000499	CLM:0ae5e53d-0da6-547c-96d3-2a2d9eeee20c
CL:0000034	CLM:0ec6fcb5-f6da-5ed5-8506-69b2801449d4
CL:0000499	CLM:1296f57a-2ce8-5633-befe-feb399ccc378
CL:0000623	CLM:ff0619ec-d3c3-511f-a6f7-db81e69f776c
CL:0000192	CLM:ca66575a-c23f-52cb-adcb-5970f27b66cd
CL:0002334	CLM:6deccf00-1317-5637-9a1a-4d32414c3561
CL:0000553	CLM:7a15d0f9-57bf-54f6-a136-15567fbe64c4
CL:0000134	CLM:832c3b42-7ff6-5de4-a08c-851a6646529c
CL:0000037	CLM:93fb6c82-02d8-565b-8c24-1b780fcdb34e
CL:0000066	CLM:9e7e3973-2793-50d3-8ca1-e3279a1e66ae
CL:0000057	CLM:d11fe1ab-7c2f-57ba-b505-4565278e75c7
CL:0000988	CLM:2fa9e0cc-a950-5a27-ae70-48381bab0d68
CL:0011026	CLM:cc497811-0820-5aec-aa99-f0fe6fd016eb
CL:0000115	CLM:80ee731a-9a06-5ab8-b253-b0cee3efe9a3
CL:0001077	CLM:6188bd41-3056-5a84-9697-c4d268570d23
CL:0000863	CLM:6215a390-9c2d-531c-91a7-b0b4fdc33971
CL:0000236	CLM:4215e915-3783-58c9-aa9f-0ff27f230e54
CL:0000359	CLM:aad85a1e-ef24-5828-8644-b19ab22aecbb
CL:0000451	CLM:756f5f2f-c184-5931-9413-ad036fdd502d
CL:0000097	CLM:3462c1de-0436-5574-b9fb-b6864feed5ae
CL:0000576	CLM:e5e8b8d6-59d7-5b62-ba12-785309938fe9
CL:0000890	CLM:e0d61970-28dc-5786-b3d0-fd399e4aa68d
CL:0000166	CLM:f33d6616-9364-5930-9399-1d4708a6b970
CL:0000048	CLM:d8a51cce-72d9-5196-8e20-5f19e48a7be2
CL:0002063	CLM:15810f67-b9d0-5fbb-b73d-07ae43610151
CL:0000158	CLM:76872060-efe0-5d45-8503-0297a1c2bf7d
