ID	Marker_set
ID	AI RO:0015004
CL:0000006	CLM:3133d5bb-c64a-5e05-a19a-c3b2e2407d80
CL:0000101	CLM:0f935246-bd73-55b9-84cd-b9c2f6231d60
CL:0000119	CLM:9358fd79-d306-5a47-b6e1-c376cdc440d7
CL:0000197	CLM:bddc8a20-0e4d-59ff-9477-02fbf5fb9bc1
CL:0000207	CLM:7400da29-cfeb-5094-a5bd-1a83c5b798af
CL:0000210	CLM:480d790f-ae7f-5a6c-83b8-e608af1b12c7
CL:0000287	CLM:24f7d591-5fa9-5dd5-9693-73743f9fb36a
CL:0000526	CLM:4ce3f3ba-1fb5-5150-a962-d78ec77f54f5
CL:0000573	CLM:a20f9930-dad0-5443-985a-c1e36aa7aaa2
CL:0000604	CLM:0b8f2613-0733-58e2-86a3-91fb7a14d6a7
CL:0000757	CLM:84f2c221-1967-56c8-b9a9-dc0e5bf421de
CL:0004215	CLM:89c9121d-695a-5ef3-a159-6a7a82511372
CL:0004216	CLM:59a714e4-6fca-5654-8746-e107178d784c
CL:0010009	CLM:63e757af-9b1b-5d15-a3b9-42783b7a441c
CL:4023018	CLM:c0727890-df0d-5ad1-8d7d-efef3d3d11cb
CL:4023057	CLM:27d94c58-eaaa-5f3d-b07f-757d1f54ef9a
CL:0000128	CLM:8eb437d8-bb02-54f9-89c8-858a4c1687f0
CL:0003001	CLM:c9d057c5-3eb7-5b56-a1b4-75a6d844a026
CL:0004247	CLM:f283aef2-ae68-52cb-ad37-d7a9c10a1596
CL:0011113	CLM:4fde221f-63f4-587b-ae12-209320b8e51a
CL:2000032	CLM:96724ec2-a9c2-5694-9bbd-6e6a9b9290c5
CL:4023009	CLM:f6cbf53b-c6ec-55fa-80f0-0e96dfa164de
CL:4023041	CLM:96fa73a9-12b3-5d19-942f-e4b8cfed3b56
CL:4023154	CLM:d2a41f43-da59-5cbe-b79b-8b29951f8b23
CL:4033053	CLM:40c42cbc-e7f3-584f-8f4f-6f55cd993037
CL:0000652	CLM:6cd56867-d750-5659-a3bc-0a578f4eb92a
CL:0000753	CLM:dc3a4988-1e41-5910-87b1-9493d44b2ebf
CL:0000756	CLM:60dcdc41-8e6f-51c1-b6de-174ed8bbe990
CL:0000760	CLM:ff752efb-9391-5a1a-8164-7b935e5a23e1
CL:0000761	CLM:58e7d00a-f99b-5d3c-aba9-13c6d47ba559
CL:0000784	CLM:9f903129-0aa8-54b9-88a9-2890c66cd7dd
CL:0004214	CLM:2a68316d-cdec-5e0c-b515-c3af6a61464c
CL:0000095	CLM:22639333-d1d3-5bb3-bcc9-49c7a564a967
CL:0000125	CLM:2463ce6d-5ff1-50e3-9fda-d9af8780e098
CL:0000126	CLM:f454a026-043b-50ce-83ba-46575ba65f0b
CL:0000127	CLM:d48bf9ef-bbd5-5df0-b8eb-e7291ef4a221
CL:0000644	CLM:8b8b3f1d-67f8-5cdf-a680-8b4b1077566b
CL:0002603	CLM:4303cff0-8732-5d79-88bc-eeb8cf7f1e5c
CL:0002626	CLM:f0e573cf-caa4-5c72-b3e6-4eb71db95a5e
CL:2000005	CLM:726ac0ba-27b9-5f6e-8e3e-b82036ef5d89
CL:0000099	CLM:5d46298e-7828-5120-bc8d-b756eb8f63a1
CL:0000199	CLM:9bc0847d-5501-5b81-9a24-e1dfd56bbb32
CL:0000202	CLM:be34e16c-b14f-5094-8ff4-4902f0da008b
CL:0000402	CLM:ab742c47-ab39-56fe-b51e-aa4bffcd998f
CL:0000498	CLM:f2fa0794-a5ab-510a-aad7-4f5e06ca09cc
CL:0000617	CLM:85d94869-465b-5969-836b-c157380e2207
