ID	SYMBOL	GENE_PRODUCT_NAME	GO_TERM	GO EVIDENCE CODE	REFERENCE	TAXON ID	SUPERCLASS
ID	A IAO:0000028	A rdfs:label	AI RO:0002432	>A oboInOwl:evidence	>A oboInOwl:hasDbXref	AI RO:0002162	SC %
https://identifiers.org/uniprot/A0A087WRI3	Cfap77	Cilia- and flagella-associated protein 77	GO:0036126	IDA	PMID:37295417	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0A087WRI3	Cfap77	Cilia- and flagella-associated protein 77	GO:0036126	IDA	PMID:37989994	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0A087WRI3	Cfap77	Cilia- and flagella-associated protein 77	GO:0160112	IDA	PMID:37295417	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0A087WRI3	Cfap77	Cilia- and flagella-associated protein 77	GO:0160112	IDA	PMID:37989994	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0A5F8MPU3	C2cd6	Cation channel sperm-associated targeting subunit tau	GO:0036126	IDA	PMID:34919125	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0JLY1	Cfap210	Cilia- and flagella- associated protein 210	GO:0036126	IDA	PMID:37295417	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0JLY1	Cfap210	Cilia- and flagella- associated protein 210	GO:0036126	IDA	PMID:37865089	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0JLY1	Cfap210	Cilia- and flagella- associated protein 210	GO:0036126	IDA	PMID:37989994	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0JLY1	Cfap210	Cilia- and flagella- associated protein 210	GO:0160112	IDA	PMID:37295417	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0JLY1	Cfap210	Cilia- and flagella- associated protein 210	GO:0160112	IDA	PMID:37865089	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0JLY1	Cfap210	Cilia- and flagella- associated protein 210	GO:0160112	IDA	PMID:37989994	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A2A825	Cplane2	Ciliogenesis and planar polarity effector 2	GO:0097546	IDA	PMID:29038301	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A2AIP0	Cimip2b	Ciliary microtubule inner protein 2B	GO:0036126	IDA	PMID:37865089	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A2AIP0	Cimip2b	Ciliary microtubule inner protein 2B	GO:0160111	IDA	PMID:37865089	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A6H6Q4	Tektip1	Tektin bundle-interacting protein 1	GO:0036126	IDA	PMID:37295417	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A6H6Q4	Tektip1	Tektin bundle-interacting protein 1	GO:0036126	IDA	PMID:37865089	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A6H6Q4	Tektip1	Tektin bundle-interacting protein 1	GO:0036126	IDA	PMID:37989994	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A6H6Q4	Tektip1	Tektin bundle-interacting protein 1	GO:0160111	IDA	PMID:37295417	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A6H6Q4	Tektip1	Tektin bundle-interacting protein 1	GO:0160111	IDA	PMID:37865089	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A6H6Q4	Tektip1	Tektin bundle-interacting protein 1	GO:0160111	IDA	PMID:37989994	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/E9Q468	Npffr1	G-protein coupled receptors family 1 profile domain-containing protein	GO:0005929	IDA	PMID:26053317	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/G5E8A8	Tekt5	Tektin-5	GO:0036126	IDA	PMID:37295417	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/G5E8A8	Tekt5	Tektin-5	GO:0036126	IDA	PMID:37865089	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/G5E8A8	Tekt5	Tektin-5	GO:0036126	IDA	PMID:37989994	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/G5E8A8	Tekt5	Tektin-5	GO:0160111	IDA	PMID:37295417	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/G5E8A8	Tekt5	Tektin-5	GO:0160111	IDA	PMID:37865089	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
