ID	SYMBOL	GENE_PRODUCT_NAME	GO_TERM	GO EVIDENCE CODE	REFERENCE	TAXON ID	SUPERCLASS
ID	A IAO:0000028	A rdfs:label	AI RO:0002326	>A oboInOwl:evidence	>A oboInOwl:hasDbXref	AI RO:0002162	SC %
https://identifiers.org/uniprot:Q08289	CACNB2	Voltage-dependent L-type calcium channel subunit beta-2	GO:0086056	IMP	PMID:17224476	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P15382	KCNE1	Potassium voltage-gated channel subfamily E member 1	GO:1902282	IMP	PMID:9354802	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q9UK17	KCND3	A-type voltage-gated potassium channel KCND3	GO:1902282	IMP	PMID:21349352	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:A2A259	Pkd2l1	Polycystin-2-like protein 1	GO:0033040	IDA	PMID:16891422	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q2EG98	Pkd1l3	Polycystin-1-like protein 3	GO:0033040	IDA	PMID:16891422	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7RTX0	TAS1R3	Taste receptor type 1 member 3	GO:0008527	IDA	PMID:16720576	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7RTX0	TAS1R3	Taste receptor type 1 member 3	GO:0033041	IDA	PMID:16720576	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8TE23	TAS1R2	Taste receptor type 1 member 2	GO:0008527	IDA	PMID:16720576	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8TE23	TAS1R2	Taste receptor type 1 member 2	GO:0033041	IDA	PMID:16720576	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:O70174	Chrna4	Neuronal acetylcholine receptor subunit alpha-4	GO:0015464	IDA	PMID:12871652	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P02716	Chrnd	Acetylcholine receptor subunit delta	GO:0022848	IGI	PMID:2383398	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P04756	Chrna1	Acetylcholine receptor subunit alpha	GO:0015464	IDA	PMID:8872460	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P04756	Chrna1	Acetylcholine receptor subunit alpha	GO:0022848	IGI	PMID:2383398	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P09690	Chrnb1	Acetylcholine receptor subunit beta	GO:0022848	IGI	PMID:2383398	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P11230	CHRNB1	Acetylcholine receptor subunit beta	GO:0015464	IMP	PMID:8651643	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P11230	CHRNB1	Acetylcholine receptor subunit beta	GO:0015464	IMP	PMID:8872460	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P20782	Chrne	Acetylcholine receptor subunit epsilon	GO:0022848	IGI	PMID:2383398	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P48167	GLRB	Glycine receptor subunit beta	GO:0016934	IDA	PMID:8717357	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P15382	KCNE1	Potassium voltage-gated channel subfamily E member 1	GO:0086008	IDA	PMID:10400998	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P54289	CACNA2D1	Voltage-dependent calcium channel subunit alpha-2/delta-1	GO:0086057	IMP	PMID:21383000	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P68871	HBB	Hemoglobin subunit beta	GO:0004601	IDA	PMID:19740759	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:P69905	HBA1	Hemoglobin subunit alpha	GO:0004601	IDA	PMID:19740759	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q08289	CACNB2	Voltage-dependent L-type calcium channel subunit beta-2	GO:0086007	IMP	PMID:17224476	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q13936	CACNA1C	Voltage-dependent L-type calcium channel subunit alpha-1C	GO:0086007	IMP	PMID:17224476	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
